,Experiment,Time,Species,Gm,Drought,Nutrient_Deficiency,Fs,Salinity,Photo,Ci,Cond,CTleaf,Trmmol,WUEi,WUEin,Fv_Fm,Fv_Fo,PI,SLA,LWC,Suc,OP,OP100,RWC,WP,N,C,Neoxanthin,Violaxanthin,Lutein,Zeaxanthin,Chl_b,Chl_a,B_carotene,Glucose,Fructose,Sucrose,Sugars,Starch,Ellagic,Gal,Rut,CTs
45,2018_EEL,0,Black Walnut,0,0,0,0,0,13.97370757,283.6110291,0.213000634,36.27933137,5.017004049,3.143504836,54.55592499,0.785153542,3.122333399,0.969684737,321.3841036,66.18017207,3.046024053,1.446913435,1.200632632,86.69065952,0.0,3.133694383,45.16325434,22.67357404,0.073965972,461.8743941,81.20916398,397.3797515,468.2759716,161.6852426,6.54174946,5.140752666,2.410059748,12.7061091,3.98399429,175.5778514,110.2638989,25.68365048,11.50336264
46,2018_EEL,0,Black Walnut,0,0,0,0,0,8.261117002,258.0337419,0.107872416,23.98873576,2.165470386,4.183877025,64.20246745,0.762978395,3.185394612,1.375036844,275.1131905,67.10294814,3.086066999,1.524462461,0.842945868,88.27844288,1.751062795,2.244530815,43.46727036,60.89350018,2.289116312,442.9150553,54.76497587,743.5010207,1032.143864,161.6988072,5.034600593,3.586648847,3.199991296,10.03426352,2.075821842,251.7936941,171.9505519,23.590692,12.83214927
47,2018_EEL,0,Black Walnut,0,0,0,0,0,7.865547774,284.442447,0.108497824,24.21374736,1.772427629,5.6390843,53.94026037,0.772893299,3.516647148,1.497536237,210.5441397,59.34657905,2.440961466,0.885350098,0.57615377,88.82084656,2.24973415,2.803394308,44.76600789,54.61355952,2.80629204,625.7149903,51.84447206,825.4756869,1828.175728,211.8255361,4.65858287,4.146774074,1.708013324,6.66202002,1.183096218,351.777418,144.1965408,24.07411254,9.381587327
48,2018_EEL,0,Black Walnut,0,0,0,0,0,7.316132603,270.8947516,0.11436368,26.44976051,1.823615493,4.356876267,54.42489749,0.755882682,3.307743828,1.364977036,288.4507263,65.57371472,2.989120728,1.053510446,0.656880472,90.73884289,2.171048819,3.467363417,43.30256143,67.87760819,2.451554972,545.6560058,74.37390907,864.7246686,1243.944385,182.8820272,6.315564613,4.399803685,3.046174838,10.89231682,2.529131548,293.0923681,157.7390645,15.51849334,10.42146332
49,2018_EEL,0,Black Walnut,0,0,0,0,0,11.2089879,290.7518991,0.237624675,38.22392339,4.561645207,2.403059441,49.88679541,0.774560318,2.916606847,1.013062841,305.1538618,68.43748661,3.147502158,1.166624822,1.321213827,88.01696241,0.489832582,2.300994294,45.29120591,31.0042118,0.819942433,427.9457423,68.69991812,451.6995748,445.2218247,115.1648477,6.831169048,4.56181686,1.857810618,12.88805644,3.159909357,122.5013105,66.75649854,20.8414696,15.03129275
50,2018_EEL,0,Black Walnut,0,0,0,0,0,12.29691754,289.4649431,0.259056378,37.42082556,5.668129622,1.690793522,50.37806121,0.762899335,2.861733966,0.72818123,283.5449263,65.2982849,2.913873042,1.6345169,1.179767,84.92885711,0.488462242,2.377120744,45.21628942,27.35785998,0.260108453,275.3896817,70.55237887,375.0355811,302.5999284,131.835069,7.404977247,4.223996363,2.552002053,12.87541972,2.952399432,144.5593439,101.380536,25.06741505,13.27345348
51,2018_EEL,0,Black Walnut,0,0,0,0,0,9.877633072,240.5230821,0.162952463,25.39576985,2.656506385,3.578276558,70.69212668,0.749719642,2.982631206,1.146478125,267.0236002,65.73723884,3.03738253,0.76631053,0.721738591,89.49367916,1.770845178,2.211368199,43.08626112,54.88650872,2.623631969,451.7926893,64.76125421,700.4646313,1283.614305,158.7184109,5.208648193,4.135464551,2.728775608,11.85157184,3.303071724,288.2488618,150.1617073,30.45199334,10.92557025
52,2018_EEL,0,Black Walnut,0,0,0,0,0,6.016246569,270.5613789,0.113164359,27.95139381,1.96028127,4.67735837,59.16152368,0.772924047,3.553503666,1.358781013,275.0472984,60.6983544,2.549916699,1.259959636,0.775683658,87.26211241,2.05872942,2.952368516,43.99360252,55.33744562,2.513100466,603.5516985,62.53675068,915.0969161,1571.895464,240.1308271,4.995720013,4.475216913,2.81363459,13.01837762,2.33464533,83.82176133,142.472301,20.63464539,10.7752464
53,2018_EEL,0,Black Walnut,0,0,0,0,0,9.837296523,275.2720046,0.147867641,24.92424425,3.638951027,3.647960459,51.45871929,0.789368161,3.096775585,1.242053154,270.9044858,62.39041913,2.624871006,1.369943768,0.792802615,87.7104856,2.270268109,2.041003355,43.34645154,55.93258075,2.19588616,514.7212432,39.21985059,734.3358889,1272.22877,177.0758392,4.949211874,4.464106821,3.328833296,12.58643543,4.709594516,193.0978279,117.5012858,38.83574214,14.29202327
54,2018_EEL,0,Black Walnut,0,0,0,0,0,10.8416113,292.7938114,0.257332003,37.36674337,4.54378207,2.566767381,50.315971,0.752909103,2.617091769,0.746535425,259.7105273,64.08008703,2.928275438,1.334294687,1.237948276,87.25994983,0.0,1.932950973,44.72885642,21.75947271,0.252795138,302.9377455,88.50671825,531.396248,261.5039832,143.1528547,6.251642775,4.453797428,1.319963634,11.95696677,3.752177399,101.7548447,74.64229034,27.4416776,17.96577699
55,2018_EEL,0,Black Walnut,0,0,0,0,0,8.761437481,288.6167065,0.136229829,27.21137513,2.492585983,3.624596095,50.28695368,0.772869562,3.596207806,1.550664893,241.5402597,61.96593572,2.710999626,1.629988864,0.607273807,89.5517571,2.098822307,2.093052571,44.33876896,62.19733767,2.790029604,570.0594749,52.04721054,787.4283267,1562.712201,207.699739,4.698275734,4.507572028,3.610128661,9.689203687,4.657138762,260.4170254,144.8336008,13.33417152,8.040591215
56,2018_EEL,0,Black Walnut,0,0,0,0,0,8.300064059,270.3592887,0.125801168,28.68490865,3.303850511,3.372066997,57.76614366,0.767011831,3.021442143,1.136996785,257.5701911,63.03150657,2.721105742,1.334375065,0.645925046,89.00926653,1.614689539,2.207401114,43.52487856,61.86330834,2.383157882,384.1771771,57.61511817,612.7351615,1232.799622,160.473188,5.635929258,3.85226742,4.186957369,11.94684551,2.760227313,295.454164,154.1529803,32.31005399,13.85137613
